Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Netherlands,Included / Australie,Price / Australie,Compare At Price / Australie,Included / Canada,Price / Canada,Compare At Price / Canada,Included / Denenmarken,Price / Denenmarken,Compare At Price / Denenmarken,Included / EURO,Price / EURO,Compare At Price / EURO,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Included / Middle East,Price / Middle East,Compare At Price / Middle East,Included / Norway,Price / Norway,Compare At Price / Norway,Included / Rest of Europe,Price / Rest of Europe,Compare At Price / Rest of Europe,Included / South Africa,Price / South Africa,Compare At Price / South Africa,Included / Sweden,Price / Sweden,Compare At Price / Sweden,Included / United States,Price / United States,Compare At Price / United States,Status
rosa-topaz-ring-gold-vermeil,,,,,,,,,Gold,,17 / 54,,,,0.0,shopify,10,deny,manual,92.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/IMG_9380.JPG_samengevoegd_-Sa.jpg?v=1693835995,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
rosa-topaz-ring-gold-vermeil,,,,,,,,,Gold,,17.5 / 55,,,,0.0,shopify,10,deny,manual,92.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/whitetopazmeaning_c554b950-9ef1-4656-92fe-02d58adc4b96.png?v=1693835995,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
rosa-topaz-ring-gold-vermeil,,,,,,,,,Gold,,18 / 56,,,,0.0,shopify,10,deny,manual,92.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/6422db9359f35-2fb24f95-8571-4c0f_1_1c482328-2f0c-479c-a50a-bb4ae3e59db5.jpg?v=1693835995,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
rosa-topaz-ring-gold-vermeil,,,,,,,,,Gold,,18.5 / 57.5,,,,0.0,shopify,10,deny,manual,92.00,119.00,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
rosa-topaz-ring-gold-vermeil,,,,,,,,,Gold,,18.75 / 58,,,"",0.0,shopify,0,deny,manual,92.00,119.00,true,true,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
engravable-rosa-rose-ring-gold-vermeil,Engravable Rosa Rose Ring,"<p>This Engravable Rosa Rose Ring is perfect for personalizing with your desired initials, names, or hidden messages. A perfect gift for anyone special in your life, this ring will let your loved one know how much you care. With its unique croissant design, you can show off a style like no other.<br><br></p>
<li data-ly-mutation-count=""1"">18k gold vermeil on sterling silver 925 <br>
</li>
<li>Water, sweat, and heat-resistant </li>
<li>High-quality plating with no tarnishing</li>
<li>One year warranty</li>
<li>Nickel Free</li>
<li>Available in Luxury Packaging</li>
<br><br>
<p> </p>
<div style=""position: absolute; left: 118px; top: 29.2604px;"" id=""gtx-trans"">
<div class=""gtx-trans-icon""></div>
</div>",Rosa Rose,Apparel & Accessories > Jewelry > Rings,"","Coming Soon, Engravable, EUROPEAN, Gift, Gold, NETHERLANDS, REST-OF-THE-WORLD",true,Choose Material,Gold,Choose Ring Size,15.5 / 49,,,,0.0,shopify,30,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/RosaRosering-Sam_Emma.jpg?v=1693836458,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,1399.00,,true,,,active
engravable-rosa-rose-ring-gold-vermeil,,,,,,,,,Gold,,16 / 51,,,,0.0,shopify,30,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/doosje17_cd566e3b-da59-4be8-944f-3cb81804921d.jpg?v=1693836458,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
engravable-rosa-rose-ring-gold-vermeil,,,,,,,,,Gold,,16.5 / 52,,,,0.0,shopify,30,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/RosaRosering2-DreamBig.jpg?v=1693836458,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
engravable-rosa-rose-ring-gold-vermeil,,,,,,,,,Gold,,17 / 54,,,,0.0,shopify,30,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/Font_page-0001_1_2af5726c-9d91-4bc2-a2b6-a80848a27d16.jpg?v=1693836458,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
engravable-rosa-rose-ring-gold-vermeil,,,,,,,,,Gold,,17.5 / 55,,,,0.0,shopify,30,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/kaas9_91a35119-1804-4578-9067-ac8b099b757b.jpg?v=1693836458,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
engravable-rosa-rose-ring-gold-vermeil,,,,,,,,,Gold,,18 / 56,,,,0.0,shopify,30,deny,manual,99.00,119.00,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
engravable-rosa-rose-ring-gold-vermeil,,,,,,,,,Gold,,18.5 / 57.5,,,,0.0,shopify,30,deny,manual,99.00,119.00,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
engravable-rosa-rose-ring-gold-vermeil,,,,,,,,,Gold,,19 / 59,,,,0.0,shopify,30,deny,manual,99.00,119.00,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
engravable-rosa-rose-ring-gold-vermeil,,,,,,,,,Gold,,19.5 / 60,,,,0.0,shopify,30,deny,manual,99.00,119.00,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
engravable-rosa-rose-ring-gold-vermeil,,,,,,,,,Gold,,20 / 61,,,,0.0,shopify,30,deny,manual,99.00,119.00,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
moonstone-diamond-studs-gold-vermeil,Lexi Moonstone Studs,"<span data-mce-fragment=""1"">Our real Moonstone Studs are a timeless piece that can be worn on any occssion. Layer it with your favorite earrings, or wear it by itself as a statement. It makes a perfect gift for your loved ones, and even yourself! </span><span data-mce-fragment=""1"">The studs are made out of <strong data-mce-fragment=""1"">Gold Vermeil on S</strong></span><strong data-mce-fragment=""1"">terling Silver 925</strong><span data-mce-fragment=""1""> and is </span><strong data-mce-fragment=""1"">water, sweat, and heat-resistant!</strong><span data-mce-fragment=""1""> </span><span data-mce-fragment=""1"">Also all our jewelry comes with a </span><strong data-mce-fragment=""1"">1 year warranty!</strong>",Rosa Rose,,"","EUROPEAN-Gemstone, Gold, NETHERLANDS-Gemstone, REST-OF-THE-WORLD-Gemstone",true,Choose Material,Gold,,,,,,0.0,shopify,40,deny,manual,89.00,99.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/IMG_9359.JPG_samengevoegd_1.jpg?v=1693053551,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,1199.00,,true,,,active
moonstone-diamond-studs-gold-vermeil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/IMG_9503.JPG_samengevoegd_1.jpg?v=1688664866,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moonstone-diamond-studs-gold-vermeil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/MOONSTONEinfographic_0787937b-09dd-41bf-83de-a6005becbcc6.png?v=1688664866,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moonstone-diamond-studs-gold-vermeil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/957814cd-4e82-4bd6-a360-aa2f79f163f5_5652ed59-cd10-461d-b08d-1d1845e7558b.jpg?v=1688664866,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herringbone-moonstone-bracelet-gold-vermeil,Herringbone Moonstone Bracelet,"<p>Our Herringbone Moonstone bracelet is a timeless piece that can be worn on any occssion. Layer it with your favorite bracelets, or wear it by itself as a statement. It makes a perfect personal gift for your loved ones, and even yourself! This bracelet is made out of <strong>18k Gold Vermeil on Sterling Silver 925</strong> and is <strong>water, sweat, and heat-resistant!</strong> The bracelet is <strong>16 cm in length and a 4 cm extender is included</strong>. Also all our jewelry comes with a <strong>1 year warranty!</strong></p>
<div id=""gtx-trans"" style=""position: absolute; left: 132px; top: -18.4062px;"">
<div class=""gtx-trans-icon""></div>
</div>",Rosa Rose,,"","EUROPEAN-EARRINGS, Gold, NETHERLANDS-EARRINGS, REST-OF-THE-WORLD-EARRINGS",true,Choose Material,Gold,,,,,,300.0,shopify,100,deny,manual,94.00,110.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/IMG_02202Cropped_67524e59-1b9f-4654-9a2e-38ce2004b447.jpg?v=1688126284,1,,false,,,,,,,,,,,,,,,g,,,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,1399.00,,true,,,active
herringbone-moonstone-bracelet-gold-vermeil,,,,,,,,,Silver,,,,,,300.0,shopify,100,deny,manual,94.00,110.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/Herringboneextender_a53e87a9-2473-4dd6-ae4c-0a347674ca37.jpg?v=1688126284,2,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.00,,,,,
herringbone-moonstone-bracelet-gold-vermeil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/MOONSTONEinfographic_d4518dc0-698e-45c8-9981-b2411cdee676.png?v=1688126284,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herringbone-moonstone-bracelet-gold-vermeil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/957814cd-4e82-4bd6-a360-aa2f79f163f5_25b008b0-b1e1-43a4-a095-ef424c29ba94.jpg?v=1688595984,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial-moonstone-bracelet-gold-vermeil,Initial & Moonstone Bracelet,"<p><span>Our Initial &amp; Moonstone bracelet is simply beautiful and has a classic style. This bracelet is great for casual wear, and has a fashionable design. You can wear it alone or with other bracelets to create a elegant layered look. The bracelet has a custom initial and birthstone charm option that hangs from a chain of choice. </span>This bracelet is made out of <strong>18k Gold Vermeil on Sterling Silver 925</strong> and is <strong>water, sweat, and heat-resistant!</strong> The bracelet is <strong>16 cm in length and a 4 cm extender is included</strong>. Also all our jewelry comes with a <strong>1 year warranty!</strong><br></p>
<div id=""gtx-trans"" style=""position: absolute; left: 101px; top: 29.2604px;"">
<div class=""gtx-trans-icon""></div>
</div>",Rosa Rose,,"","EUROPEAN-EARRINGS, Gold, NETHERLANDS-EARRINGS, REST-OF-THE-WORLD-EARRINGS",true,Choose Material,Gold,,,,,,0.0,shopify,0,deny,manual,89.00,99.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/initialbirth_7588fde9-8817-4a33-9fd9-50c3b0581e04.jpg?v=1688049012,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,1299.00,,true,,,active
initial-moonstone-bracelet-gold-vermeil,,,,,,,,,Silver,,,,,,0.0,shopify,0,deny,manual,89.00,99.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/Roloextender_2_80a8b7f1-b815-4eac-a193-944e8f42ed31.jpg?v=1688075443,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.00,,,,,
initial-moonstone-bracelet-gold-vermeil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/MOONSTONEinfographic_298af22a-4d64-4c03-ab24-5ef1f405de68.png?v=1688075439,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial-moonstone-bracelet-gold-vermeil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/957814cd-4e82-4bd6-a360-aa2f79f163f5_eda7d26e-6101-4070-8036-d4a361e5d1c3.jpg?v=1688595915,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial-moonstone-necklace-gold-vermeil,Initial & Moonstone Necklace,"<p><span>The Initial &amp; Moonstone Necklace is a simple yet chic piece of jewelry ideal for anyone looking for a meaningful and one-of-a-kind gift to present themselves or someone special. This beautiful necklacefeatures a lowercase initial and moonstone pendant, which is a terrific way to create a personalized necklace that symbolizes individuality and unique style. </span>This necklace is made out of <strong>18k Gold Vermeil on Sterling Silver 925</strong> and is <strong>water, sweat, and heat-resistant!</strong> The necklace is available in three chain lengths: 40cm, 45cm, 50cm <strong>and a 5 cm extender is included as well</strong>. Also all our jewelry comes with a <strong>1 year warranty!</strong></p>
<p><span></span><br></p>
<div id=""gtx-trans"" style=""position: absolute; left: 396px; top: 20.7812px;"">
<div class=""gtx-trans-icon""></div>
</div>",Rosa Rose,,"",Gold,true,Choose Material,Gold,,,,,,0.0,shopify,98,deny,manual,119.00,110.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/IMG_1306_7fe0ce56-82ac-4c62-a55a-86f161ad9d39.jpg?v=1688047639,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,1350.00,,true,,,active
initial-moonstone-necklace-gold-vermeil,,,,,,,,,Silver,,,,,,0.0,shopify,1000,deny,manual,119.00,110.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/IMG_01102Cropped_4e970dd0-2f0d-4840-aa52-fadb6d007e9e.jpg?v=1688047639,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.00,,,,,
initial-moonstone-necklace-gold-vermeil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/MOONSTONEinfographic_5edff473-cde2-4d39-955b-e54323e9b5c5.png?v=1688075451,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial-moonstone-necklace-gold-vermeil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/chainsoverview_goud_7cb23845-f496-43bc-a323-bcb5ce74988f.png?v=1688075451,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial-moonstone-necklace-gold-vermeil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/957814cd-4e82-4bd6-a360-aa2f79f163f5_82d21acc-142d-4159-8358-940db2419b0a.jpg?v=1688595947,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-icey-letter-necklace-silver,Rosa Icey Letter Necklace (Silver),"<p data-mce-fragment=""1"">The Rosa Icey Letter necklace is a very nice way to express who you are. All kinds of combinations of letters and also numbers are possible. You can carry the name of your loved one or your child. You can enter a maximum of 3 icey initials. A very nice way to show what is important in your life!</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Sterling Silver 925 with a protective layer</li>
<li data-mce-fragment=""1"">Water, sweat, and heat-resistant<br>
</li>
<li data-mce-fragment=""1"">Letter size 10mm</li>
<li data-mce-fragment=""1"">Zirconia stones in letters</li>
<li data-mce-fragment=""1"">High-quality plating with no tarnishing</li>
<li data-mce-fragment=""1"">One year warranty</li>
<li data-mce-fragment=""1"">Nickel Free</li>
<li data-mce-fragment=""1"">Available in Luxury Packaging </li>
<li data-mce-fragment=""1"">Available in three chain lengths: 40cm, 45cm, and 50cm</li>
<li data-mce-fragment=""1"">5 cm extender for alternative chain length options</li>
</ul>
<div id=""gtx-trans"" style=""position: absolute; left: 192px; top: 76.5486px;"">
<div class=""gtx-trans-icon""></div>
</div>",Rosa Rose,,"","EUROPEAN-EARRINGS, Gift, NETHERLANDS-EARRINGS, REST-OF-THE-WORLD-EARRINGS, Silver",false,Choose Material,Silver,Choose Initials Amount,1 Letter (+ €15 ),,,,100.0,shopify,30,deny,manual,99.00,,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/KJF1_1.jpg?v=1688160564,1,,false,,,,,,,,,,,,,,,g,,,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
rosa-icey-letter-necklace-silver,,,,,,,,,Silver,,2 Letters (+ €30),,,,100.0,shopify,30,deny,manual,114.00,,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/KJF2.2_1.jpg?v=1688160571,2,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-icey-letter-necklace-silver,,,,,,,,,Silver,,3 Letters (+ €45 ),,,,100.0,shopify,30,deny,manual,129.00,,true,true,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-icey-letter-necklace-silver,,,,,,,,,Gold,,1 Letter (+ €15 ),,,,100.0,shopify,30,deny,manual,99.00,,true,true,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-icey-letter-necklace-silver,,,,,,,,,Gold,,2 Letters (+ €30),,,,100.0,shopify,30,deny,manual,114.00,,true,true,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-icey-letter-necklace-silver,,,,,,,,,Gold,,3 Letters (+ €45 ),,,,100.0,shopify,30,deny,manual,129.00,,true,true,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-chain-type-zodiac-birthstone,Chain Type (Starry Moonstone - ALL CHAINS),"",Rosa Rose,,"",Product-hide,true,Choose Chain,Rolo Chain,,,,,,0.0,shopify,9999,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/rightone_211e29d2-1e17-414d-942d-6d1b911df196.png?v=1687105500,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/rightone-kopie_567ade12-4b15-4c14-b762-aef2ad2411a5.png?v=1687105500,kg,,,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
copy-of-chain-type-zodiac-birthstone,,,,,,,,,Herringbone Chain,,,,,,0.0,shopify,10000,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/rightone-kopie_567ade12-4b15-4c14-b762-aef2ad2411a5.png?v=1687105500,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/herringbone_876b8147-7307-41d8-97c6-7ee6b14c4dd8.png?v=1687105500,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-chain-type-zodiac-birthstone,,,,,,,,,Satellite Chain,,,,,"",0.0,shopify,9999,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0652/9774/4121/files/rightone-kopie_bc7d2142-df01-454e-9246-890b36ab96e3.png?v=1687105500,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/satellite.png?v=1687105723,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-chain-type-zodiac-birthstone,,,,,,,,,Venetian Chain,,,,,,0.0,shopify,9997,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/rightone-kopie_5ab621d2-96bc-496d-a01c-6ef1b28c99d8.png?v=1687105500,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/rightone-kopie_bc7d2142-df01-454e-9246-890b36ab96e3.png?v=1687105500,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-chain-type-zodiac-birthstone,,,,,,,,,Rope Chain,,,,,,0.0,shopify,9999,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/ropechain_4b7aa4cf-0961-4efe-99dc-ceed672d8658.jpg?v=1687105500,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/ropechain_4b7aa4cf-0961-4efe-99dc-ceed672d8658.jpg?v=1687105500,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-chain-type-zodiac-birthstone,,,,,,,,,Popcorn Chain,,,,,,0.0,shopify,9998,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/herringbone_876b8147-7307-41d8-97c6-7ee6b14c4dd8.png?v=1687105500,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/rightone-kopie_5ab621d2-96bc-496d-a01c-6ef1b28c99d8.png?v=1687105500,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-chain-type-zodiac-birthstone,,,,,,,,,Figaro Chain,,,,,,0.0,shopify,9998,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/a9bcef44-78dc-4603-a6c3-0d9f4dfa90b2_0425115d-dd31-406f-a35e-04c9824cbaf6.png?v=1687105500,7,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/rightone_211e29d2-1e17-414d-942d-6d1b911df196.png?v=1687105500,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-chain-type-zodiac-birthstone,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/ropechain_e41ea6b1-efa3-4c9c-b2bf-92c8164f5467.jpg?v=1687105500,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-chain-type-zodiac-birthstone,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/satellite.png?v=1687105723,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starry-moonstone-necklace-silver,Starry Moonstone Necklace (Silver),"<p>Our Starry Moonstone Necklace is a timeless piece that contains a real ethically sourced moonstone pendant. The necklace is crafted from Sterling Silver 925 and has a protective layer, this makes the necklace more durable.</p>
<ul>
<li>Sterling silver 925 with a protective layer</li>
<li>Water, sweat, and heat-resistant</li>
<li>Real Moonstone</li>
<li>High-quality plating with no tarnishing</li>
<li>One year warranty</li>
<li>Nickel Free</li>
<li>Available in Luxury Packaging</li>
<li>Available in three chain lengths: 40cm, 45cm, and 50cm</li>
<li>5 cm extender for alternative chain length options</li>
</ul>",Rosa Rose,,"","EUROPEAN-EARRINGS, NETHERLANDS-EARRINGS, REST-OF-THE-WORLD-EARRINGS, Silver",true,Choose Material,Silver,,,,,,0.0,shopify,30,deny,manual,114.00,114.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/Gemstonepear1_1.jpg?v=1688160356,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,1349.00,,true,,,active
starry-moonstone-necklace-silver,,,,,,,,,Gold,,,,,,0.0,shopify,30,deny,manual,114.00,114.00,true,true,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/MaxineTroyer174_1_113b7c4d-d775-470e-a915-d0cd3918d12b.jpg?v=1688160364,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.00,,,,,
starry-moonstone-necklace-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/sfeer18_1_110b924b-63b5-4715-97cc-a8282abee1e6.jpg?v=1688160371,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starry-moonstone-necklace-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/image_b3ca5a95-0bf8-45cc-9a80-e908a23c83e1.jpg?v=1688160379,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starry-moonstone-necklace-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/files/MOONSTONEinfographic_025e9f06-2f5b-4c44-86a5-736f2e9bd370.png?v=1687295202,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
